created_at,id_str,full_text,lang,username
Tue Dec 05 21:38:00 +0000 2023,1.73215E+18,@BangPino__ Pintar ngomongnya eksekusi 0%   belio cocok jadi dosen,in,PapaMolluccan
Wed Dec 06 03:37:12 +0000 2023,1.73224E+18,@BangPino__ Rasûlullãh Saw bersabda: tdk msuk sorga org² yg smbong. Kmdian bliau mwnjelaskan siapa itu org sombong yaitu membangkang/mengingjari kb naran dan merendahkan orang lain. Wahai rakyat +62  nyata n teraaang benderaaang dari 3 cawapres mana yg lbih layak dipilih. Dukung n awasi.,in,Ibnfarnaas95772
Tue Dec 05 10:50:43 +0000 2023,1.73199E+18,@BangPino__ Udah paling bener emang pilih beliau ini..,in,giulianaputra
Tue Dec 05 20:43:09 +0000 2023,1.73214E+18,@BangPino__ sayang sekali para lembaga survey tak pernah nonton kek beginian.  Jujur ya  kita harus kritis dan perhatikan betul ini para tukang survey yg kompak umumkan hasil survey melejitnya satu Paslon  semoga hsl tkg survey bukan penggiring opini hsl pemilu final. Kita patut kritisi.,in,GurunSupark017
Wed Dec 06 01:16:18 +0000 2023,1.73221E+18,@BangPino__ Bang sunir ini diawal menggebugebu tapi keknya orangnya manut2 aja pas pak anies bicara  padahal ada poin2 ngambang,in,solitaryans
Tue Dec 05 11:36:04 +0000 2023,1.732E+18,@BangPino__ Keren emang calon Presiden Gue,in,Baniazi185166
Wed Dec 06 01:29:43 +0000 2023,1.73221E+18,@BangPino__ ni bapak satu pinter banget🥹,in,bittersweetadel
Wed Dec 06 01:41:44 +0000 2023,1.73221E+18,@BangPino__ Nyimak kata Pak Anies  Bukan IKN nya yang sudah di UU kan  tapi anggaran nya yg sebaiknya untuk yg sangat dibutuhkan rakyat.  Karena di media kalau sudah tentang IKN  narasinya sudah  UU.  Padahal Pak Anies menyoroti  anggaran nya.,in,gie16823
Wed Dec 06 01:41:33 +0000 2023,1.73221E+18,@BangPino__ takjub sy dengan penjelasan @aniesbaswedan ... jawaban ini kalo menyebar..insyaAllah bisa 1 putaran Anies @cakimiNOW,in,FianPong99
Tue Dec 05 10:51:00 +0000 2023,1.73199E+18,@BangPino__ Sesuatu yang gabisa dilakukan salah satu cawapres,in,andrafachri
Tue Dec 05 20:48:53 +0000 2023,1.73214E+18,@BangPino__ Overqualified (terlalu memenuhi syarat),in,shafig09
Tue Dec 05 15:00:23 +0000 2023,1.73205E+18,@BangPino__ Lusa kita #DesakAnies lagi di Lampung! 👌🏻,in,UbahBareng
Wed Dec 06 01:59:12 +0000 2023,1.73222E+18,@BangPino__ Kalau pertanyaan yang sama untuk capres lain pesennya jangan pakai ngotot ya .,in,malasnonton
Wed Dec 06 01:52:48 +0000 2023,1.73222E+18,@BangPino__ Kepentingan surya paloh lebih dari itu kok,in,operayoki
Tue Dec 05 10:08:59 +0000 2023,1.73198E+18,@BangPino__ Yg bgini 👍,in,gindsd_
Tue Dec 05 14:16:21 +0000 2023,1.73204E+18,@BangPino__ keren,hu,portonio
Tue Dec 05 22:17:17 +0000 2023,1.73216E+18,@BangPino__ Emang paten kali pak Anies ini.. 👍👍,in,Gra854
Tue Dec 05 12:06:08 +0000 2023,1.73201E+18,@BangPino__ Semoga ga lupa sama omongannya ya pak,in,BMiaow51400
Tue Dec 05 10:23:44 +0000 2023,1.73198E+18,@BangPino__ @wildansyuhada,qam,ahnaflahjii
Tue Dec 05 22:14:14 +0000 2023,1.73216E+18,@BangPino__ Gw mo lihat klo yg katanya lulusan LN dari tetangga +62....berani dikerumin mahasiswa dan d rosting pertanyaan seperti ini...,in,aaeman7
Tue Dec 05 14:26:11 +0000 2023,1.73204E+18,@BangPino__ Terusannya mana Bang?,in,BahrudinHm
Tue Dec 05 15:31:56 +0000 2023,1.73206E+18,@BangPino__ Gk ada yang lain 01 tetep di hati,in,vansmancstrmupc
Wed Dec 06 01:48:33 +0000 2023,1.73222E+18,@BangPino__ Percuma pinter kalo tidak gemoy🙏,in,hypermaxxxx
Tue Dec 05 22:07:51 +0000 2023,1.73216E+18,@BangPino__ IKN itu inisiasi yg baik  tapi kalo diundangkan 2022 dan harus pindah 2024  wew logika dari mana itu sebuah kota bisa jadi dalam 2 tahun ? Ini baru bicara fisik,in,breowww
Tue Dec 05 14:11:35 +0000 2023,1.73204E+18,@BangPino__ all in 2 apa 1 nih? @imiiiiiiiin @jveuxmourr @jojonathan777 @balawsee,in,belebegbelebeg
Tue Dec 05 09:50:51 +0000 2023,1.73197E+18,@BangPino__ keren mahasiswanya dan mantap jawabannya...semoga terlaksana semua...amin,in,pakbudbugs
Tue Dec 05 09:53:36 +0000 2023,1.73198E+18,@BangPino__ Asal datang ha dulu daripada kada wani lalu datang 😏,in,lanakaminisama
Tue Dec 05 12:56:11 +0000 2023,1.73202E+18,@BangPino__ Calon Presiden Smart ini mantap,in,cisalak1990
Tue Dec 05 12:27:20 +0000 2023,1.73201E+18,@BangPino__ Berlian,in,Ncik19693127
Tue Dec 05 12:42:12 +0000 2023,1.73202E+18,@BangPino__ Mantap Mahasiswa UIN Antasari Banjarmasin,in,G_Niax
Tue Dec 05 12:43:05 +0000 2023,1.73202E+18,@BangPino__ Jujur  salut sama anak muda Kalsel. Berani karena berangkat dari idealisme. Ngegas tapi tetap hormat,in,wanaf439960
Tue Dec 05 18:16:05 +0000 2023,1.7321E+18,@BangPino__ subuh2 nyokap nyetel wawancara dengan pak amin  aku langsung kek ya Allah  pinter amat ni orang  semoga kebaikan untuk Indonesia.,in,elmaisan
Tue Dec 05 09:42:01 +0000 2023,1.73197E+18,@BangPino__ Keren banget sihhh presiden ku...,in,FaiqZyad
Tue Dec 05 09:21:58 +0000 2023,1.73197E+18,@BangPino__ Negara butuh bapak anies 🫡,in,idaaans
Tue Dec 05 14:24:24 +0000 2023,1.73204E+18,@BangPino__ @get_videobot,qam,otherside45
Tue Dec 05 09:47:38 +0000 2023,1.73197E+18,@BangPino__ Pertanyaan yg b aja,in,ihaterxxxl
Tue Dec 05 14:45:54 +0000 2023,1.73205E+18,@BangPino__ mau dukung anies  tapi anies didukung PKS ):,in,iqipiye
Tue Dec 05 12:29:56 +0000 2023,1.73201E+18,@BangPino__ Saya pilih Anies  tapi anies akan kalah jika Jokowi tdk dilengserkan .... ayo kita buktikan!!,in,IndraGu90963946
Tue Dec 05 12:33:30 +0000 2023,1.73202E+18,@BangPino__ Dari sini Mahasiswa mulai berfikir dan terfirkir karna terdidik   diskusi2 yg natural alami dgn akal sehat.,in,cuanXi4
Tue Dec 05 08:36:16 +0000 2023,1.73196E+18,@BangPino__ President gw kereeen n ruaarrrr biasaaah 👍👍,in,mirdi77
Tue Dec 05 10:15:15 +0000 2023,1.73198E+18,@BangPino__ Kalo wakilnya bukan amin bisa menang sih 😂😂,in,Loh_Rudy
Tue Dec 05 13:36:40 +0000 2023,1.73203E+18,@BangPino__ @fahmiasnawii dengar &amp; buat pilihan yang tepat ya doang,in,azrihazq
Tue Dec 05 07:10:00 +0000 2023,1.73193E+18,@BangPino__ 👍👍👍👍👍,qme,budihar02035927
Tue Dec 05 13:07:46 +0000 2023,1.73202E+18,"@BangPino__ Coba yaa... Ada calon presiden yg berani berkata saya akan membela keadilan "" jika sy tdk adil dan sya berdusta sya berani hukum gantungg di saluruh media.. 😂🤣🤣. Brani engga kira""""",in,Lur30099295
Tue Dec 05 08:09:01 +0000 2023,1.73195E+18,@BangPino__ Magnificent 👏🏼👍🏼,fr,v1_earth
Tue Dec 05 08:09:53 +0000 2023,1.73195E+18,@BangPino__ 👍👍👍👆,qme,LongTripAnd
Tue Dec 05 09:25:57 +0000 2023,1.73197E+18,@BangPino__ Apanya yg menohok? Normatif aja.,in,Forthegrass
Tue Dec 05 14:52:24 +0000 2023,1.73205E+18,@BangPino__ Ngeri jg ya mahasiswa banjalmasin   belimbing sayul kencing dicelana kalo lgsg face to face ky gini   #Am1nKanBanjarmasin,in,badutdemokrasi
Tue Dec 05 15:14:45 +0000 2023,1.73206E+18,"@BangPino__ Demokrasi harus memberikan rasa kemerdekaan didalam berpendapat"" -Anies Baswedan  Note: ok gue mau pilih  tapi awas ajh klo lu kepilih pendukung lu yg seragam putih-putih itu ngacak-ngacak Liquor Store langganan gue.""",in,vickyrizalakbar
Tue Dec 05 11:07:16 +0000 2023,1.73199E+18,@BangPino__ Dari 4 pertanyaan gak ada satupun pertanyaan yg terjawab dengan tegas  ngambang semua…Mens sana in corpore sano  pertanyaanya kesana jawabannya kesono…😄,in,emirahsani
Tue Dec 05 09:15:55 +0000 2023,1.73197E+18,@BangPino__ Brarti anies yg di cap melawan oligarki itu hanya bualan belaka doang dong wkwkwkwk,in,rizkypuetraaa
Tue Dec 05 14:32:51 +0000 2023,1.73205E+18,@BangPino__ Ternyata gak salah gua milih prabowo! Ternyata org yg pinter kata2 ini jawabannya gak ada yg jls  muter2 doang,in,PalimoBayua
Tue Dec 05 23:33:46 +0000 2023,1.73218E+18,@BangPino__ Itu kl 2 calon sebelah yg ada ngambek  yakin gua...,in,Baskoro82
Wed Dec 06 00:39:39 +0000 2023,1.7322E+18,@BangPino__ Gen Z kalau skip milih Anies  PArah banget sih,in,faridism
Tue Dec 05 20:49:49 +0000 2023,1.73214E+18,@BangPino__ Mahasiswanya pun keren 🤘,in,Callmeleraaa
Tue Dec 05 12:36:23 +0000 2023,1.73202E+18,@BangPino__ Gibran dong yg diundang begini.,in,ENinose99
Tue Dec 05 12:20:26 +0000 2023,1.73201E+18,@BangPino__ Kok lama2 ini orang memang berisi yakss,in,Rich42756258
Tue Dec 05 10:46:42 +0000 2023,1.73199E+18,@BangPino__ Mahasiswanya lebih cerdas daripada cawapresnya sebelah,in,PaudChairunnisa
Tue Dec 05 15:08:22 +0000 2023,1.73205E+18,@BangPino__ Jempol👍,in,Akmaltanjung07
Tue Dec 05 09:55:12 +0000 2023,1.73198E+18,@BangPino__ Ini butuh mental luar biasa dan kecepatan berpikir yg bagus sih,in,joko_sutono
Tue Dec 05 16:18:53 +0000 2023,1.73207E+18,@BangPino__ Bukankah Boss nya dia Oligarki kawan2 ?,in,fajar_fivers
Tue Dec 05 23:03:31 +0000 2023,1.73217E+18,@BangPino__ Mahasiswa Jangan sampai digibranin,in,arrijaluddin21
Tue Dec 05 10:15:20 +0000 2023,1.73198E+18,@BangPino__ gmn ga tunduk  nentuin wapres sendiri aja ga diajak diskusi,in,papizehan
Tue Dec 05 15:51:58 +0000 2023,1.73207E+18,@BangPino__ @fathirarya @dwiable junjunganku,in,hellowakakaka
Tue Dec 05 09:10:00 +0000 2023,1.73196E+18,@BangPino__ Mencerahkan......Smart..,in,LenteraDonk
Tue Dec 05 12:09:15 +0000 2023,1.73201E+18,@BangPino__ Intinya   anggaran ikn itu hanya modus di plot kan sebesar itu untk nyimpan   nantinya oleh pemerintah skrg di cuit sedikit sedikit untuk kepentingan mereka   IKN itu ada tapi GHOIb,in,Blokm12345
Tue Dec 05 12:44:06 +0000 2023,1.73202E+18,@BangPino__ #AMINAjaDulu,qme,MasBaitu
Tue Dec 05 11:20:50 +0000 2023,1.732E+18,@BangPino__ Pak aniiiss aku uda mulai melirikmuuu tapiii ikn nyaaa kookkk 😢,in,PadangWoelan
Tue Dec 05 22:49:10 +0000 2023,1.73217E+18,@BangPino__ Masya Allah  semakin saya dan keluarga pilih pak anies (AMIN) Aamiin Allahumma Aamiin,in,I92103753Totti
Tue Dec 05 22:05:24 +0000 2023,1.73216E+18,@BangPino__ Menjawab mmg mudah tpi implementasikannya sulit,in,indra_minaldi
Wed Dec 06 00:37:26 +0000 2023,1.7322E+18,@BangPino__ Suara kalian cuma di hargai si Anies  … wahai Maha Siswa  Kalo ama calon  laen kalian cuma dianggap  botol kecap,in,grand_oposisi07
Tue Dec 05 21:35:33 +0000 2023,1.73215E+18,@BangPino__ sebagian orang menganggap: pak anies pinter ngomong doang.,in,sambatlokaa
Tue Dec 05 21:04:31 +0000 2023,1.73214E+18,@BangPino__ kurang 1 pertanyaan  soal densus 88 yg selalu mengkriminalisasi dan mengosida ulama  bagaimana sikap tegasnya? apa akan dibubarkan atau dipelihara sbg senjata penguasa memberantas Islam anti mainstream,in,legpress5x
Tue Dec 05 23:43:51 +0000 2023,1.73218E+18,@BangPino__ Sehebat-hebatnya Anies bakal dicibir oleh yg rata2 IQ 78  setolol tololnya Gibran akan dibenerkan,in,PenikmatHibura2
Tue Dec 05 14:29:30 +0000 2023,1.73204E+18,@BangPino__ Klo si anu yg jawab pasti udh pulang dah ngantuk mau mimi cucu,in,ozi090541157291
Wed Dec 06 00:51:29 +0000 2023,1.7322E+18,@BangPino__ Kelas Blimbing Sayur tyt msh jauh dibawah mahasiswa UIN Banjarmasin..?.,in,repoeblikan
Tue Dec 05 12:05:08 +0000 2023,1.73201E+18,@BangPino__ Gila ... Kelas banget nih pa anies,in,fatwarachman
Tue Dec 05 10:50:09 +0000 2023,1.73199E+18,@BangPino__ Ahahhaha asik sendiri. Petugas partai punya 03 😀😀,in,fireworkID
Tue Dec 05 11:06:23 +0000 2023,1.73199E+18,@BangPino__ Paslon lain ada ga yg kaya gini...nanya nih. Soalnya belum liat video nya,in,semutrangrang80
Tue Dec 05 10:01:44 +0000 2023,1.73198E+18,@BangPino__ mantap .... saatnya wujudkan Keadilan bagi seluruh rakyat Indonesia,in,bowo_r
Tue Dec 05 09:01:42 +0000 2023,1.73196E+18,@BangPino__ Keras,in,steycomeback
Tue Dec 05 20:21:06 +0000 2023,1.73213E+18,@BangPino__ Apakah siap digulingkan dg sukarela kalo ingkar?   Nitip ini ke siapapun calonnya.. Klo bersedia apalagi siap ttd di atas materai auto ku dukung.. nyak  mak dll jg suruh dukung,in,2022dipicknava
Tue Dec 05 12:01:27 +0000 2023,1.73201E+18,@BangPino__ muter terus kayak gangsing wkwkkwk,in,EddieSaputra
Tue Dec 05 11:14:31 +0000 2023,1.732E+18,@BangPino__ Simplifikasi. - “Lu kalo laper ngapain bro?” - “ya gw sih biasanya mandi pake aer anget dulu buat nahan laper”,in,hlmtfkkk
Wed Dec 06 00:37:36 +0000 2023,1.7322E+18,@BangPino__ Memang ANIES TOPPPP DAHHH 🇮🇩🇮🇩🇮🇩,in,danisakil
Tue Dec 05 09:54:31 +0000 2023,1.73198E+18,@BangPino__ Ini kl bocil karbitan bisa ngompol duluan. Jurnalis jg kurang keras hrs nya kl dijawab template biar rakyat yg menilai  dikejar terus jgn kicep..,in,HariStefan90128
Tue Dec 05 23:41:00 +0000 2023,1.73218E+18,@BangPino__ bung mahasiswa sblm anda blg jika IKN ga teruskan maka akan byk lahan terbengkalai  sebaiknya anda cari tau dulu IKN di bangun di lahan milik siapa  jgn2 milik oligarki,in,erlang_Ka
Tue Dec 05 13:33:00 +0000 2023,1.73203E+18,@BangPino__ Omdo,en,_sderov
Tue Dec 05 08:40:06 +0000 2023,1.73196E+18,@BangPino__ Mantan aktivis dilawan aktivis...😁,in,MencariSejati28
Tue Dec 05 08:31:51 +0000 2023,1.73195E+18,@BangPino__ @didienAZHAR Clear.. lengkap...,in,MencariSejati28
Tue Dec 05 12:02:45 +0000 2023,1.73201E+18,@BangPino__ Orang kurang IQ psti cb cari2 kesalahan memaknai dgn cara IQ jongkok.,in,rizki_priyo_
Tue Dec 05 08:35:04 +0000 2023,1.73196E+18,@BangPino__ Luar biasa #DesakAnies,in,agrisya_mulia
Tue Dec 05 13:20:41 +0000 2023,1.73203E+18,@BangPino__ pak Annies tetap konsisten konsisten jawab muter muter tapi paling tidak tetap konsisten mau datang untuk berdialog dan terbuka untuk kritik🫡🫡,in,BocahLapet
Tue Dec 05 18:11:46 +0000 2023,1.7321E+18,@BangPino__ tdk cukup menjawab,in,om_marten
Tue Dec 05 13:33:53 +0000 2023,1.73203E+18,@BangPino__ di jkt  tdk ada rumah sakit/puskesmas baru yg dibangun/didirikan  tdk ada sekolah baru yg didirikan,in,beckhan66
Wed Dec 06 03:13:40 +0000 2023,1.73224E+18,@BangPino__ Padahal isi kepala Anies ini sudah tegak lurus banget dengan keadilan yang engkau harapkan di negri ini tum @PartaiSocmed   bukan hanya retorika  tapi sudah dipraktekkan selama memimlin Jakarta.,in,Ronanarorona
Tue Dec 05 08:56:31 +0000 2023,1.73196E+18,@BangPino__ Bagus yang bertanya soal IKN. Jawabannya Pak @aniesbaswedan kembali mengambang.,in,buyapandu
Tue Dec 05 10:18:45 +0000 2023,1.73198E+18,"@BangPino__ Org berprinsip macam apa   yg utk berkata ya"" atau ""tidak""aja terhadap oligarki  susahnya minta ampun keluar dari mulutnya?  Oligarki itu tidak mengenal dan tidak akan pernah peduli tentang keadilan.""",in,111111_rio
Tue Dec 05 10:20:10 +0000 2023,1.73198E+18,@BangPino__ Duh  arab yaman ini mau jadi presiden? Arab itu cuma dua: tukang ngibul ato tukang cabul..  Jangan pilih capres keturunan arab yaman.. bahaya negara ini nanti.,in,DidyAlFayed
Tue Dec 05 10:01:55 +0000 2023,1.73198E+18,@BangPino__ gw dah kenyang orang model gini  retorika bnyk omong teori  jalur sepeda aja di bongkar lagi  gmn negara???,in,joniisdead
Tue Dec 05 08:27:12 +0000 2023,1.73195E+18,@BangPino__ 1 ) Artinya IKN Tidak Akan segera dilanjutkan  karen sebagai pemimpin tidak punya Inovasi bagaimana bisa mencari Jalan keluar. 2 ) tidak anti Oligarki 3 ) Nurut dan Tunduk kepada Ketum.  Ngomong kok saplar seplerrr kebanyakan Bumbu ???,in,MulyadiMade
Tue Dec 05 09:04:08 +0000 2023,1.73196E+18,@VIVAcoid Viva ini bodoh atau memang sengaja? Masa bilang anies tertinggi tapi vote nya banyakan ganjar??? Apa maksud hal nih,in,aisyahlbs22
Mon Dec 04 23:26:52 +0000 2023,1.73182E+18,@VIVAcoid AMIN semakin populer menjelang Pilres 2024,in,Tuah_Sultan
Mon Dec 04 13:49:30 +0000 2023,1.73167E+18,@VIVAcoid Min mabuk genjer? https://t.co/dDIuWYkXH9,in,MrHermans26
Mon Dec 04 13:36:48 +0000 2023,1.73167E+18,@VIVAcoid Itu ganjar 94 rebu dan anies 32 rebu...ini kebalik apa gimana sih?,in,far_hunter10
Mon Dec 04 13:35:28 +0000 2023,1.73167E+18,@VIVAcoid Aneh asok berita nya anies tapi muka nya Ganjar..,in,namakuirfan1
Mon Dec 04 15:16:44 +0000 2023,1.73169E+18,@VIVAcoid Amin kan aja dulu https://t.co/QRtKP2b4KA,in,Khairy52893631
Mon Dec 04 20:49:25 +0000 2023,1.73178E+18,@VIVAcoid Udah pilih arus perubahan aja  orng baik pilih orng yg ga melanggar konstitusi ataupun terlibat isu ham  lingkungan dan korupsi e-ktp. Jawaban yg paling sedikit mudharatnya dari pilpres ini adalah paslon 01,in,FatraIncs
Tue Dec 05 01:30:40 +0000 2023,1.73185E+18,@VIVAcoid Ketauan kalau @VIVAcoid itu fans berat paslon no 3  mosok naruh foto aja sengaja ditukar.  Cara mainnya gosah gitu amat min.  Terus mau bilang maaf kepleset gitu???   Media abal2,in,BalveenClothes
Tue Dec 05 03:13:07 +0000 2023,1.73187E+18,@VIVAcoid https://t.co/OC7oBchFDw,qme,GucianoVabio
Mon Dec 04 16:17:58 +0000 2023,1.73171E+18,@VIVAcoid Ini buktinya Ganjar Mahfud yg unggul jauh https://t.co/70pvlhxcRB,in,Buds_777
Tue Dec 05 03:40:38 +0000 2023,1.73188E+18,@VIVAcoid Klo ga pilih 1 ya 2..... no 3 hapus aja,in,Enojava8
Tue Dec 05 04:09:42 +0000 2023,1.73189E+18,@VIVAcoid https://t.co/DwS4U0Tmrx,qme,Jamal31287946
Mon Dec 04 16:26:56 +0000 2023,1.73171E+18,@VIVAcoid Keknya salah deh…😁 https://t.co/Cv5QSminac,in,CatatanTj
Tue Dec 05 00:50:34 +0000 2023,1.73184E+18,@VIVAcoid Tukang survey polling berkata :... https://t.co/Qr4dXFjobH,in,kadrun_balap
Tue Dec 05 09:09:24 +0000 2023,1.73196E+18,@VIVAcoid D,und,theahmed1988
Tue Dec 05 05:48:56 +0000 2023,1.73191E+18,@VIVAcoid Saya buka link nya koq begini hasilnya???? BOHONG YA KAMUUUU https://t.co/xI16Gdm6q3,in,mahendra_eny
Mon Dec 04 22:57:39 +0000 2023,1.73181E+18,@VIVAcoid https://t.co/mqG5Wb9NN7,qme,AgungAnggoroPut
Tue Dec 05 18:01:29 +0000 2023,1.7321E+18,@VIVAcoid Imi hasil polling yg asli di website resmi nya https://t.co/fiPM7bP8ER,in,donis_dunt
Mon Dec 04 20:52:02 +0000 2023,1.73178E+18,@VIVAcoid Gambar mu salah min,in,Muhamma34206542
Tue Dec 05 12:27:42 +0000 2023,1.73201E+18,@VIVAcoid Pfftttt wkwk,in,thisadd__
Wed Dec 06 00:27:26 +0000 2023,1.7322E+18,@VIVAcoid https://t.co/HuimVXSWU7,qme,Muhamma73239115
Mon Dec 04 22:17:32 +0000 2023,1.7318E+18,@VIVAcoid Biasanya kalo pollingnya dibiarin lama diserbu botnya nomer 03,in,drystannnn
Tue Dec 05 12:35:43 +0000 2023,1.73202E+18,@VIVAcoid https://t.co/blXzonIHjX,qme,aant666
Tue Dec 05 03:20:58 +0000 2023,1.73188E+18,@VIVAcoid belum di edit itu min xixixi,in,am_raka23
Tue Dec 05 03:15:30 +0000 2023,1.73187E+18,@VIVAcoid Kenapa paslon 3 paling dikit. Disurvei lain dia paling tinggi? Hehhehe,in,torusma_jayalae
Tue Dec 05 03:48:30 +0000 2023,1.73188E+18,@VIVAcoid Viva kan mestinya erik tohir,in,Pratama2022aja
Tue Dec 05 02:02:40 +0000 2023,1.73186E+18,@VIVAcoid Ini mau beritain setengah setengah 😂,in,faisalsundani
Tue Dec 05 05:36:10 +0000 2023,1.73191E+18,@VIVAcoid Atas izin allah semoga di tahun 2024 indonesia punya pemimpin yang akan membawa perubahan 🤲🤲🤲,in,Yan_moren
Tue Dec 05 09:23:14 +0000 2023,1.73197E+18,@VIVAcoid Sekelas viva loh @VIVAcoid ..antara bodoh sengaja...apa ngeledek 😁🤣,in,Men_javanese
Tue Dec 05 01:32:23 +0000 2023,1.73185E+18,@VIVAcoid Editan?,eu,urbestgvrl
Tue Dec 05 00:40:17 +0000 2023,1.73184E+18,@VIVAcoid AMIN,en,samsuri181
Tue Dec 05 09:34:36 +0000 2023,1.73197E+18,@VIVAcoid Pasangan yg tdk perlu saling serang seperti no 2 &amp; 3. Tapi capres paling amanah yg saya tahu no 1,in,Sophie99arch
Tue Dec 05 03:26:41 +0000 2023,1.73188E+18,@VIVAcoid Kalo survey anies menang. Ini baru suara rakyat. Kalo paslon lain menang. Pasti dibayar tuh lembaga survey nya.,in,AsamAminoCoffee
Tue Dec 05 13:49:58 +0000 2023,1.73203E+18,@VIVAcoid Aamiin 1 putaran  biar ga ada pembunuhan massal lagi,in,muridtuo
Tue Dec 05 12:58:03 +0000 2023,1.73202E+18,@VIVAcoid LAWAK BANGET VIVA,in,MhmmdUbay
Tue Dec 05 09:30:38 +0000 2023,1.73197E+18,@VIVAcoid saya ga prng pilih wkwkw,in,masosi2110
Tue Dec 05 15:16:54 +0000 2023,1.73206E+18,@VIVAcoid Kalo mau poling apapun mesti AMIN yg menang  entah kalo survey 🤭😂,in,maztr3
Mon Dec 04 13:34:12 +0000 2023,1.73167E+18,@VIVAcoid Nanti saya tanyakan pada jubir saya  biar mereka yang jawab,in,igid_tula
Tue Dec 05 08:09:24 +0000 2023,1.73195E+18,@VIVAcoid Belajar dulu bikin berita yang bener,in,bndrs120
Mon Dec 04 15:25:10 +0000 2023,1.7317E+18,@VIVAcoid 🇮🇩2024🤲,und,AbdulWahabAlBi2
Tue Dec 05 12:50:23 +0000 2023,1.73202E+18,@VIVAcoid Ada serangan Bom dari akun Both ke paslon 03😁😁😁,in,RambuRumba
Tue Dec 05 14:41:24 +0000 2023,1.73205E+18,@VIVAcoid Lupa ngedit ya min wkwkwk,in,antiibannedbro
Tue Dec 05 13:01:20 +0000 2023,1.73202E+18,@VIVAcoid Satirnya keterlaluan 🤭🤭🤭🤭,in,rudynapit
Tue Dec 05 11:13:36 +0000 2023,1.732E+18,@VIVAcoid Dia yg poling dia yg pening 🥲,in,rikiisiahaan
Wed Dec 06 00:04:00 +0000 2023,1.73219E+18,@VIVAcoid Nah angka tinggi Pak Ganjar  Pak Anis separonya aja gk.. Ini admin buzzer yang lupa edit tulisan kah,in,FelixPratama516
Tue Dec 05 01:00:27 +0000 2023,1.73184E+18,@VIVAcoid Berarti yg milih punya akal sehat,in,JoharFifi
Tue Dec 05 00:30:57 +0000 2023,1.73183E+18,@VIVAcoid Gambarnya atuh min....heuuuhh  gak ikhlas kayaknya,in,IwanHer70299775
Tue Dec 05 05:48:42 +0000 2023,1.73191E+18,@VIVAcoid Alhamdulillah AMIN memang panutan,in,Brianan51
Tue Dec 05 05:43:08 +0000 2023,1.73191E+18,@VIVAcoid paslon 01 udh pasti nomor 1 dihati 👆🏻👆🏻,in,muspita_dw15755
Tue Dec 05 04:44:05 +0000 2023,1.7319E+18,@VIVAcoid Gpp amin jadi presiden sosmed aja  kan mereka pinter debat 🤌,in,massben
Tue Dec 05 03:37:22 +0000 2023,1.73188E+18,@VIVAcoid viva emang beda,in,ezerdeas
Tue Dec 05 09:17:07 +0000 2023,1.73197E+18,@VIVAcoid Amin insya allah RI 1,in,Inacitra1
Tue Dec 05 05:57:56 +0000 2023,1.73192E+18,@VIVAcoid Keren bgt AMIN. Bersama AMIN membangun negri☝🏻,in,safira2089259
Tue Dec 05 06:42:25 +0000 2023,1.73193E+18,@VIVAcoid AMIN presidenku top,in,oki_safitr32466
Tue Dec 05 03:10:16 +0000 2023,1.73187E+18,@VIVAcoid Siap untuk AMINkan Indonesia👍,in,ridwan9ab97
Tue Dec 05 06:15:52 +0000 2023,1.73192E+18,"@VIVAcoid Di sini polling nya tertinggi no. 1 Di sana polling nya tertinggi no. 2 Polling yg 1 lagi tertinggi no. 3  Gpp kan boleh untuk menyenangkan para penggemar nya""... ""yg tidak boleh nyinyir  saling caci maki  meng olok-olok""...""",in,echal26
Tue Dec 05 07:37:51 +0000 2023,1.73194E+18,@VIVAcoid Semakin yakin peluang AMIN untuk menang semakin tinggi,in,r26769927
Tue Dec 05 02:54:18 +0000 2023,1.73187E+18,@VIVAcoid AMIN yg terbaik 👍,in,HendiSarjo9
Mon Dec 04 22:30:40 +0000 2023,1.7318E+18,@VIVAcoid Wkwkwk   penggelembungan suara no 3 ya brrti...hehe,in,LutiRizal
Tue Dec 05 05:38:20 +0000 2023,1.73191E+18,@VIVAcoid Alhamdulillah yuk bisa yuk AMIN menang satu putaran,in,RiskiReareo
Tue Dec 05 11:35:21 +0000 2023,1.732E+18,@VIVAcoid Alhamdulillah semakin populer  optimis AMIN menang 1 putaran,in,mon_icl
Tue Dec 05 01:10:59 +0000 2023,1.73184E+18,@VIVAcoid Genjer tu antara banyak BOT nya klo gk yg voting berulang ulang  Tiba-tiba aja hari ini udh 90rb dri 3rb.,in,MasYen_
Tue Dec 05 05:50:17 +0000 2023,1.73191E+18,@VIVAcoid Yg lain gakeliatan  soalnya suara AMIN kenceng☝🏻,in,Jusniar213885
Tue Dec 05 04:43:51 +0000 2023,1.7319E+18,@VIVAcoid Tapi kok gambar sebelah Ganjar yang tinggi 🤣,in,fullVaxed
Mon Dec 04 15:46:57 +0000 2023,1.7317E+18,WEEK 13. FASTEST 2 MINUTES.   WHOOOOOOOOOOOOOOOP!  Presented by @chevytrucks #Chevy #ZR2 #ad https://t.co/mvHAOudMRv,en,PardonMyTake
Mon Dec 04 15:05:44 +0000 2023,1.73169E+18,@VIVAcoid 1 🇮🇩🇮🇩,und,ardhiansyah1987
Tue Dec 05 03:02:07 +0000 2023,1.73187E+18,@VIVAcoid Indonesia maju bersama AMIN 🔥,in,deyana140
