,tanggal,tweet,username,tweet_url
0,Tue Dec 05 07:05:14 +0000 2023,Gibran tampak salting dan tersenyum mendengar ucapan tersebut. Para santri dan guru Ponpes Asshiddiqiyah juga tertawa mendengar ucapan tersebut.   #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo Gibran,LubisDarlina,https://twitter.com/LubisDarlina/status/1731932727518036366
1,Tue Dec 05 07:05:14 +0000 2023,Calon presiden nomor urut 2 Prabowo Subianto menyampaikan harapannya agar Indonesia bisa menjadi negara produsen mobil dan kapal yang handal. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,maleyintani,https://twitter.com/maleyintani/status/1731932727446815063
2,Tue Dec 05 07:05:14 +0000 2023,"Menurut Prabowo, masih ada persoalan sama yang dialami bangsa Indonesia sejak dulu,  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",harrispradana_,https://twitter.com/harrispradana_/status/1731932726872113246
3,Tue Dec 05 07:05:14 +0000 2023,"Dan walbikhusus Mas Gibran yang kiyowo,"" kata Minorotul di Ponpes AsShiddiqiyah, Tangerang, Banten, Senin (4/12/2023).   #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo Gibran""",LubisDarlina,https://twitter.com/LubisDarlina/status/1731932725387673906
4,Tue Dec 05 07:05:13 +0000 2023,Prabowo Subianto ingin Indonesia produksi mobil dan kapal #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto https://t.co/xoTKKI1rav,maleyintani,https://twitter.com/maleyintani/status/1731932724305223919
5,Tue Dec 05 07:05:13 +0000 2023,"Mulanya, Minorotul mengawali pertanyaannya dengan menyapa pimpinan ponpes. Kemudian, dia menyapa Gibran dengan sebutan 'kiyowo'.   #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo Gibran",LubisDarlina,https://twitter.com/LubisDarlina/status/1731932723252781516
6,Tue Dec 05 07:05:13 +0000 2023,Prabowo pun menjelaskan alasannya kembali maju dalam kontestasi Pemilihan Umum (Pemilu) 2024. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,harrispradana_,https://twitter.com/harrispradana_/status/1731932722442997914
7,Tue Dec 05 07:05:13 +0000 2023,"(Korsel) yang artinya lucu, imut, manis yang biasanya ditujukan ke orang sekitar.   #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo Gibran",LubisDarlina,https://twitter.com/LubisDarlina/status/1731932721214062949
8,Tue Dec 05 07:05:13 +0000 2023,"@Dennysiregar7 @prabowo @gibran_tweet Pancasila Sila ke 1 aja keTuhanan yang Maha Esa, masa iya mau ngasih hak ke orang yang ngelanggar kodrat dari Tuhan 😂",rov_aL,https://twitter.com/rov_aL/status/1731932720618442765
9,Tue Dec 05 07:05:12 +0000 2023,"Sebagai informasi, kiyowo atau gwieyowo merupakan kata yang berasal dari Korea Selatan   #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo Gibran",LubisDarlina,https://twitter.com/LubisDarlina/status/1731932719159148741
10,Tue Dec 05 07:05:12 +0000 2023,"Alasan kembali maju pilpres Dalam kesempatan tersebut,  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",harrispradana_,https://twitter.com/harrispradana_/status/1731932718156664929
11,Tue Dec 05 07:05:12 +0000 2023,"Ada momen menarik saat tanya jawab tersebut. Salah satu santri perempuan kelas XI, Minorotul Iktiah, menyebut Gibran 'kiyowo'.   #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo Gibran",LubisDarlina,https://twitter.com/LubisDarlina/status/1731932717091115208
12,Tue Dec 05 07:05:11 +0000 2023,"Acara di Ponpes Asshiddiqiyah 2 Tangerang, Banten itu bertajuk 'Gibran Mendengar, Santri Bicara'. Para santri dipersilahkan bertanya langsung ke Gibran.   #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo Gibran",LubisDarlina,https://twitter.com/LubisDarlina/status/1731932714973229432
13,Tue Dec 05 07:05:11 +0000 2023,"Tapi kita harus kuat, itu perjuangan yang harus kita lakukan, tutur dia. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932713412673943
14,Tue Dec 05 07:05:11 +0000 2023,Gibran sempat salah tingkah (salting) tersenyum saat dipanggil 'kiyowo' oleh salah satu santri ponpes tersebut.   #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo Gibran,LubisDarlina,https://twitter.com/LubisDarlina/status/1731932712955748501
15,Tue Dec 05 07:05:10 +0000 2023,"Cawapres nomor urut 2, Gibran Rakabuming Raka, mengunjungi Pondok Pesantren (Ponpes) Asshiddiqiyah 2 di Tangerang, Banten.   #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo Gibran",LubisDarlina,https://twitter.com/LubisDarlina/status/1731932710849933562
16,Tue Dec 05 07:05:10 +0000 2023,"Kita hormat sama Anda, hormat sama Amerika, hormat sama China, hormat sama semua.  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932709247918460
17,Tue Dec 05 07:05:10 +0000 2023,Momen Gibran Salting Dipanggil 'Kiyowo' di Ponpes Asshiddiqiyah 2 Tangerang   #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo Gibran https://t.co/h7CnP4DjIn,LubisDarlina,https://twitter.com/LubisDarlina/status/1731932708375597458
18,Tue Dec 05 07:05:09 +0000 2023,"Selain itu, Prabowo menuturkan, Indonesia harus menjadi bangsa kuat yang tetap menghormati negara-negara lain. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",harrispradana_,https://twitter.com/harrispradana_/status/1731932704902455394
19,Tue Dec 05 07:05:08 +0000 2023,Salah satunya dengan menghilangkan kemiskinan di Indonesia.  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,harrispradana_,https://twitter.com/harrispradana_/status/1731932700682945010
20,Tue Dec 05 07:05:07 +0000 2023,"Karena itu, dia dan calon wakil presiden (cawapres) Gibran Rakabuming Raka akan membuat terobosan. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",harrispradana_,https://twitter.com/harrispradana_/status/1731932696757059825
21,Tue Dec 05 07:05:06 +0000 2023,"Prabowo menegaskan, dia hanya ingin melihat bangsa Indonesia terhormat.  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",harrispradana_,https://twitter.com/harrispradana_/status/1731932692579516685
22,Tue Dec 05 07:05:05 +0000 2023,"Saya akan naik gunung, pensiun, lanjut dia. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932688636862676
23,Tue Dec 05 07:05:04 +0000 2023,"Tapi, kalau saudara tidak memberi mandat kepada saya, saya tidak apa-apa. Saya seorang patriot.  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932684434502032
24,Tue Dec 05 07:05:04 +0000 2023,Polri tunjukkan keseriusan dukung KPK berantas korupsi  Kepala Divisi Humas Polri Irjen Pol. Sandi Nugroho menyebutkan kedatangan Kapolri Jenderal Pol. Listyo Sigit Prabowo di Gedung Merah Putih KPK Senin (4/12/2023).  #Kapolri #Kadivhumaspolri #KPK #PolriDukungKPK https://t.co/8MAOeCEY6A,224lupa,https://twitter.com/224lupa/status/1731932684413550760
25,Tue Dec 05 07:05:03 +0000 2023,"ujar Prabowo dalam acara Musyawarah Kerja Nasional (Mukernas) Majelis Ulama Indonesia (MUI) III 2023 yang disiarkan secara daring, Sabtu (2/12/2023). #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",harrispradana_,https://twitter.com/harrispradana_/status/1731932680579588495
26,Tue Dec 05 07:05:02 +0000 2023,"Saya berdiri di depan rakyat Indonesia, saya minta mandat untuk kita ubah nasib bangsa kita,"" #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932676553338926
27,Tue Dec 05 07:05:01 +0000 2023,kalah dalam pemilihan presiden (pilpres). Prabowo juga menyatakan akan mengisi waktunya dengan naik gunung. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,harrispradana_,https://twitter.com/harrispradana_/status/1731932672593719314
28,Tue Dec 05 07:05:00 +0000 2023,Calon presiden (capres) nomor urut 2 Prabowo Subianto mengaku akan pensiun jika kembali  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,harrispradana_,https://twitter.com/harrispradana_/status/1731932667447251194
29,Tue Dec 05 07:04:59 +0000 2023,"Jikaaa Kalah Lagi di Pilpres, Prabowo: Saya Akan Naik Gunung, Pensiun #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto https://t.co/XzFnu6IZ4Z",harrispradana_,https://twitter.com/harrispradana_/status/1731932663559373189
30,Tue Dec 05 07:04:55 +0000 2023,Polri tunjukkan keseriusan dukung KPK berantas korupsi  Kepala Divisi Humas Polri Irjen Pol. Sandi Nugroho menyebutkan kedatangan Kapolri Jenderal Pol. Listyo Sigit Prabowo di Gedung Merah Putih KPK Senin (4/12/2023).  #Kapolri #Kadivhumaspolri #KPK #PolriDukungKPK https://t.co/MzXouRZ0ZR,224lupa,https://twitter.com/224lupa/status/1731932647306236204
31,Tue Dec 05 07:04:52 +0000 2023,"Dan saya sudah buktikan berkali-kali (saat kalah pemilu), lanjut dia, disambut tawa dan tepuk tangan para kiai yang hadir di acara tersebut. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932636573270325
32,Tue Dec 05 07:04:51 +0000 2023,"Kalau rakyat tidak memberi mandat, ya tidak ada masalah. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932632504471615
33,Tue Dec 05 07:04:51 +0000 2023,"@TeddGus @prabowo Hahahaha...,  Halu lu bang!",AndrewSinaga9,https://twitter.com/AndrewSinaga9/status/1731932632060195177
34,Tue Dec 05 07:04:50 +0000 2023,"Jika diberi amanah oleh rakyat, Prabowo berjanji siap bekerja untuk rakyat, bangsa, dan negara. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",harrispradana_,https://twitter.com/harrispradana_/status/1731932627647553590
35,Tue Dec 05 07:04:49 +0000 2023,Prabowo pun mengakui meminta mandat dari rakyat agar bisa menjadi pemimpin negara. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,harrispradana_,https://twitter.com/harrispradana_/status/1731932623545463271
36,Tue Dec 05 07:04:48 +0000 2023,Polri tunjukkan keseriusan dukung KPK berantas korupsi  Kepala Divisi Humas Polri Irjen Pol. Sandi Nugroho menyebutkan kedatangan Kapolri Jenderal Pol. Listyo Sigit Prabowo di Gedung Merah Putih KPK Senin (4/12/2023).  #Kapolri #Kadivhumaspolri #KPK #PolriDukungKPK https://t.co/QcxnJ9M3IU,224lupa,https://twitter.com/224lupa/status/1731932618365538322
37,Tue Dec 05 07:04:46 +0000 2023,"saya ingin untuk diberi kesempatan memimpin bangsa ini. Karena saya merasa bahwa saya paham, ujar Prabowo. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932610086199511
38,Tue Dec 05 07:04:45 +0000 2023,"Saya maju, saya menawarkan diri untuk berbakti kepada negara, saya ingin diberi mandat,  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932606412017673
39,Tue Dec 05 07:04:44 +0000 2023,yakni kekayaan alam Tanah Air tidak dikelola oleh bangsa sendiri. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,harrispradana_,https://twitter.com/harrispradana_/status/1731932602410401993
40,Tue Dec 05 07:04:44 +0000 2023,Polri tunjukkan keseriusan dukung KPK berantas korupsi  Kepala Divisi Humas Polri Irjen Pol. Sandi Nugroho menyebutkan kedatangan Kapolri Jenderal Pol. Listyo Sigit Prabowo di Gedung Merah Putih KPK Senin (4/12/2023).  #Kapolri #Kadivhumaspolri #KPK #PolriDukungKPK https://t.co/dLjkHeWySR,224lupa,https://twitter.com/224lupa/status/1731932600728785146
41,Tue Dec 05 07:04:43 +0000 2023,"Menurut Prabowo, masih ada persoalan sama yang dialami bangsa Indonesia sejak dulu,  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",harrispradana_,https://twitter.com/harrispradana_/status/1731932598530977821
42,Tue Dec 05 07:04:42 +0000 2023,Prabowo pun menjelaskan alasannya kembali maju dalam kontestasi Pemilihan Umum (Pemilu) 2024. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,harrispradana_,https://twitter.com/harrispradana_/status/1731932594755747976
43,Tue Dec 05 07:04:42 +0000 2023,"Alasan kembali maju pilpres Dalam kesempatan tersebut,  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",harrispradana_,https://twitter.com/harrispradana_/status/1731932590968586401
44,Tue Dec 05 07:04:41 +0000 2023,"Tapi kita harus kuat, itu perjuangan yang harus kita lakukan, tutur dia. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932587248259177
45,Tue Dec 05 07:04:40 +0000 2023,"Kita hormat sama Anda, hormat sama Amerika, hormat sama China, hormat sama semua.  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932583611818437
46,Tue Dec 05 07:04:39 +0000 2023,"Selain itu, Prabowo menuturkan, Indonesia harus menjadi bangsa kuat yang tetap menghormati negara-negara lain. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",harrispradana_,https://twitter.com/harrispradana_/status/1731932579777929293
47,Tue Dec 05 07:04:38 +0000 2023,Salah satunya dengan menghilangkan kemiskinan di Indonesia.  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,harrispradana_,https://twitter.com/harrispradana_/status/1731932575311311262
48,Tue Dec 05 07:04:38 +0000 2023,@RcyberProj0 @gibran_tweet @prabowo @Projo_Pusat @caknur1414 Blimbing sulfat.. awokwokwok,AnakPejabat2022,https://twitter.com/AnakPejabat2022/status/1731932574971220146
49,Tue Dec 05 07:04:37 +0000 2023,"Karena itu, dia dan calon wakil presiden (cawapres) Gibran Rakabuming Raka akan membuat terobosan. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",harrispradana_,https://twitter.com/harrispradana_/status/1731932571250856096
50,Tue Dec 05 07:04:36 +0000 2023,"Prabowo menegaskan, dia hanya ingin melihat bangsa Indonesia terhormat.  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",harrispradana_,https://twitter.com/harrispradana_/status/1731932567346303356
51,Tue Dec 05 07:04:36 +0000 2023,Polri tunjukkan keseriusan dukung KPK berantas korupsi  Kepala Divisi Humas Polri Irjen Pol. Sandi Nugroho menyebutkan kedatangan Kapolri Jenderal Pol. Listyo Sigit Prabowo di Gedung Merah Putih KPK Senin (4/12/2023).  #Kapolri #Kadivhumaspolri #KPK #PolriDukungKPK https://t.co/OTKwmUMbWE,224lupa,https://twitter.com/224lupa/status/1731932566813299036
52,Tue Dec 05 07:04:35 +0000 2023,pasangan calon nomor urut 2 Prabowo Subianto-Gibran Rakabuming Siap Debat dalam Format Apapun! #airlanggacenter AyahBowoGibran VisinyaJelas #RakyatSehatNegaraHebat CaciMaki DisenyuminAja https://t.co/wKuhhS9kYs,BavejaIndonesia,https://twitter.com/BavejaIndonesia/status/1731932565206901174
53,Tue Dec 05 07:04:35 +0000 2023,"Saya akan naik gunung, pensiun, lanjut dia. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932563646619700
54,Tue Dec 05 07:04:34 +0000 2023,"Tapi, kalau saudara tidak memberi mandat kepada saya, saya tidak apa-apa. Saya seorang patriot.  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932559422919015
55,Tue Dec 05 07:04:33 +0000 2023,"ujar Prabowo dalam acara Musyawarah Kerja Nasional (Mukernas) Majelis Ulama Indonesia (MUI) III 2023 yang disiarkan secara daring, Sabtu (2/12/2023). #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",harrispradana_,https://twitter.com/harrispradana_/status/1731932555341869397
56,Tue Dec 05 07:04:32 +0000 2023,"Saya berdiri di depan rakyat Indonesia, saya minta mandat untuk kita ubah nasib bangsa kita,"" #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932551537885692
57,Tue Dec 05 07:04:31 +0000 2023,kalah dalam pemilihan presiden (pilpres). Prabowo juga menyatakan akan mengisi waktunya dengan naik gunung. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,harrispradana_,https://twitter.com/harrispradana_/status/1731932547670536672
58,Tue Dec 05 07:04:31 +0000 2023,@ZulkifliLubis69 @rockygerung @tvOneNews @jokowi @erickthohir @prabowo @gibran_tweet @aniesbaswedan @cakimiNOW @DivHumas_Polri @KejaksaanRI @KPK_RI @KPU_ID @ganjarpranowo @mohmahfudmd Saya meragukan orang yang dia telepon itu betul betul Menteri atau hanya rekayasa si Botak ini saja masalah nya pernah kejadian dulu si Botak ini menjebak PSK ditangkap disebuah Hotel diPadang hasil rekayasa si Botak ini untuk menjatuhkan nama baik kota Padang.,IrvanRajulan,https://twitter.com/IrvanRajulan/status/1731932546647433600
59,Tue Dec 05 07:04:30 +0000 2023,Calon presiden (capres) nomor urut 2 Prabowo Subianto mengaku akan pensiun jika kembali  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,harrispradana_,https://twitter.com/harrispradana_/status/1731932543757467654
60,Tue Dec 05 07:04:29 +0000 2023,"Jikaa Kalah Lagi di Pilpres, Prabowo: Saya Akan Naik Gunung, Pensiun #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto https://t.co/XzFnu6IZ4Z",harrispradana_,https://twitter.com/harrispradana_/status/1731932540020347102
61,Tue Dec 05 07:04:29 +0000 2023,@Dennysiregar7 @prabowo @gibran_tweet Masa ia sih mudah2an ini hanya hoax,met1963,https://twitter.com/met1963/status/1731932537583267877
62,Tue Dec 05 07:04:27 +0000 2023,@negativisme @neohistoria_id @prabowo @gibran_tweet Kapalnya rumah aakitnya  udah nyampai mana kok ndak ada beritanya.,Dewawisnu79,https://twitter.com/Dewawisnu79/status/1731932530406740198
63,Tue Dec 05 07:04:22 +0000 2023,"Dan saya sudah buktikan berkali-kali (saat kalah pemilu), lanjut dia, disambut tawa dan tepuk tangan para kiai yang hadir di acara tersebut. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932507501625640
64,Tue Dec 05 07:04:21 +0000 2023,"Kalau rakyat tidak memberi mandat, ya tidak ada masalah. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932503731269656
65,Tue Dec 05 07:04:21 +0000 2023,Polri tunjukkan keseriusan dukung KPK berantas korupsi  Kepala Divisi Humas Polri Irjen Pol. Sandi Nugroho menyebutkan kedatangan Kapolri Jenderal Pol. Listyo Sigit Prabowo di Gedung Merah Putih KPK Senin (4/12/2023).  #Kapolri #Kadivhumaspolri #KPK #PolriDukungKPK https://t.co/WbXWZJHJmI,224lupa,https://twitter.com/224lupa/status/1731932502581993525
66,Tue Dec 05 07:04:20 +0000 2023,"Jika diberi amanah oleh rakyat, Prabowo berjanji siap bekerja untuk rakyat, bangsa, dan negara. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",harrispradana_,https://twitter.com/harrispradana_/status/1731932500015096109
67,Tue Dec 05 07:04:19 +0000 2023,Prabowo pun mengakui meminta mandat dari rakyat agar bisa menjadi pemimpin negara. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,harrispradana_,https://twitter.com/harrispradana_/status/1731932496076673069
68,Tue Dec 05 07:04:16 +0000 2023,"saya ingin untuk diberi kesempatan memimpin bangsa ini. Karena saya merasa bahwa saya paham, ujar Prabowo. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932484382973988
69,Tue Dec 05 07:04:15 +0000 2023,"Saya maju, saya menawarkan diri untuk berbakti kepada negara, saya ingin diberi mandat,  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932480167428379
70,Tue Dec 05 07:04:14 +0000 2023,yakni kekayaan alam Tanah Air tidak dikelola oleh bangsa sendiri. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,harrispradana_,https://twitter.com/harrispradana_/status/1731932475918594105
71,Tue Dec 05 07:04:13 +0000 2023,"Menurut Prabowo, masih ada persoalan sama yang dialami bangsa Indonesia sejak dulu,  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",harrispradana_,https://twitter.com/harrispradana_/status/1731932472051630321
72,Tue Dec 05 07:04:12 +0000 2023,Prabowo pun menjelaskan alasannya kembali maju dalam kontestasi Pemilihan Umum (Pemilu) 2024. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,harrispradana_,https://twitter.com/harrispradana_/status/1731932467781677344
73,Tue Dec 05 07:04:11 +0000 2023,"Alasan kembali maju pilpres Dalam kesempatan tersebut,  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",harrispradana_,https://twitter.com/harrispradana_/status/1731932463838957614
74,Tue Dec 05 07:04:10 +0000 2023,"Tapi kita harus kuat, itu perjuangan yang harus kita lakukan, tutur dia. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932459942699119
75,Tue Dec 05 07:04:09 +0000 2023,"Kita hormat sama Anda, hormat sama Amerika, hormat sama China, hormat sama semua.  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932456209793239
76,Tue Dec 05 07:04:09 +0000 2023,"Selain itu, Prabowo menuturkan, Indonesia harus menjadi bangsa kuat yang tetap menghormati negara-negara lain. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",harrispradana_,https://twitter.com/harrispradana_/status/1731932452266926481
77,Tue Dec 05 07:04:08 +0000 2023,Salah satunya dengan menghilangkan kemiskinan di Indonesia.  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,harrispradana_,https://twitter.com/harrispradana_/status/1731932448387396071
78,Tue Dec 05 07:04:07 +0000 2023,"Karena itu, dia dan calon wakil presiden (cawapres) Gibran Rakabuming Raka akan membuat terobosan. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",harrispradana_,https://twitter.com/harrispradana_/status/1731932444406767884
79,Tue Dec 05 07:04:06 +0000 2023,"Prabowo menegaskan, dia hanya ingin melihat bangsa Indonesia terhormat.  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",harrispradana_,https://twitter.com/harrispradana_/status/1731932440552169813
80,Tue Dec 05 07:04:05 +0000 2023,"Saya akan naik gunung, pensiun, lanjut dia. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932436043636966
81,Tue Dec 05 07:04:04 +0000 2023,"Tapi, kalau saudara tidak memberi mandat kepada saya, saya tidak apa-apa. Saya seorang patriot.  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932431736013210
82,Tue Dec 05 07:04:03 +0000 2023,"ujar Prabowo dalam acara Musyawarah Kerja Nasional (Mukernas) Majelis Ulama Indonesia (MUI) III 2023 yang disiarkan secara daring, Sabtu (2/12/2023). #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto",harrispradana_,https://twitter.com/harrispradana_/status/1731932427877261446
83,Tue Dec 05 07:04:02 +0000 2023,"Saya berdiri di depan rakyat Indonesia, saya minta mandat untuk kita ubah nasib bangsa kita,"" #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto""",harrispradana_,https://twitter.com/harrispradana_/status/1731932423875662214
84,Tue Dec 05 07:04:01 +0000 2023,kalah dalam pemilihan presiden (pilpres). Prabowo juga menyatakan akan mengisi waktunya dengan naik gunung. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,harrispradana_,https://twitter.com/harrispradana_/status/1731932419606118678
85,Tue Dec 05 07:04:00 +0000 2023,Calon presiden (capres) nomor urut 2 Prabowo Subianto mengaku akan pensiun jika kembali  #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto,harrispradana_,https://twitter.com/harrispradana_/status/1731932415671844930
86,Tue Dec 05 07:03:59 +0000 2023,"Jiiika Kalah Lagi di Pilpres, Prabowo: Saya Akan Naik Gunung, Pensiun #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto https://t.co/XzFnu6Irfr",harrispradana_,https://twitter.com/harrispradana_/status/1731932411158524399
87,Tue Dec 05 07:03:53 +0000 2023,@are_inismyname @gibran_tweet @P4P4B0W0_2024 @99propaganda @bengkeldodo @florieliciouss @Kimberley_2024 @Bank_Joee_ @BANGSAygSUJUD @prabowo @cuitcuap_ @Ndons_Back Mestinya yang sebelah meralat.. Kalau salah ucap di anggap biasa..,AgusRos69046808,https://twitter.com/AgusRos69046808/status/1731932388744163419
88,Tue Dec 05 07:03:45 +0000 2023,@TeddGus @prabowo Poless terusssss.  Sesuatu yang dipaksakan. Pasti bakal ada cacatnya,manriwai240,https://twitter.com/manriwai240/status/1731932352396280129
