Data,Kadar_Air ,Tak_Larut,Kalsium,Magnesium,Sulfat ,NaCl_(wb),NaCl_(db),Grade
293,4.389312977,0.087521056,0.278169103,0.611972026,0.698891297,92.24380411,96.47854961,K1
294,9.941520468,0.193525299,0.19698058,1.034148043,1.180925756,83.90642569,93.16882333,K1
295,7.858546169,0.311640367,0.336664813,0.706996108,1.883720849,86.00382335,93.33890423,K1
296,8.955223881,0.033371834,0.379844002,0.616687909,1.373113459,86.06126863,94.52631144,K1
297,4.980842912,0.439901747,0.326728525,0.616116647,1.204652937,88.13049925,92.75024316,K2
298,8.518518519,0.012778889,0.222191644,0.653243433,0.844426901,86.85355033,94.94112789,K2
299,3.969754253,0.382767277,0.402586645,0.394111136,1.112810971,89.89224727,93.60826536,K2
300,12.79069767,0.139744102,0.210031188,1.022151779,1.434139347,81.26401395,93.182736,K2
301,3.468208092,0.451884585,0.550621442,0.289076257,1.386005413,89.88704531,93.11651999,K2
302,4.971319312,0.135330152,0.372756995,0.391394844,1.62093541,86.9146031,91.4614435,K2
303,4.980842912,0.439901747,0.326728525,0.616116647,1.204652937,88.13049925,92.75024316,K2
304,3.468208092,0.451884585,0.550621442,0.289076257,1.386005413,89.88704531,93.11651999,K2
305,8.59375,0.210787947,0.311525238,0.534043265,1.219470244,85.2371824,93.25093459,K2
306,7.007575758,0.516236702,0.349655648,0.668716428,1.241817857,86.59225361,93.11753546,K2
307,4.6875,0.452311425,0.348490716,0.460007745,1.466394371,89.22265766,93.61065721,K2
308,4.6875,0.452311425,0.348490716,0.460007745,1.466394371,89.22265766,93.61065721,K2
309,3.409090909,0.237407328,0.298067763,0.467737106,1.879429291,91.75582513,94.99426602,K2
310,4.356060606,0.542842809,0.370811352,0.695271285,1.265614371,89.36994477,93.44025908,K2
311,4.356060606,0.542842809,0.370811352,0.695271285,1.265614371,89.36994477,93.44025908,K2
312,4.980842912,0.439901747,0.326728525,0.616116647,1.204652937,88.13049925,92.75024316,K2
313,6.066536204,0.354512136,0.173258647,0.376837558,1.883440165,91.35239425,97.25223638,K2
314,6.066536204,0.354512136,0.173258647,0.376837558,1.883440165,91.35239425,97.25223638,K2
315,7.384615385,0,0.285391355,0.553220164,0.781951566,87.68084752,94.67201144,K2
316,9.13884007,0.498887696,0.223937958,0.913666869,1.262109316,84.1988852,92.66763188,K2
317,10.25145068,0.006394322,0.271985718,1.686311452,1.499641148,81.16753238,90.43882379,K2
318,5.871212121,0.432821677,0.281073413,0.55782262,1.116281679,91.03837968,96.71682992,K2
319,7.34375,0.082161548,0.241597556,0.71161462,0.802739747,87.99016382,94.96408911,K2
320,7.984790875,0.323445393,0.361451256,1.055437667,2.486669609,79.29942725,86.18078251,K2
321,7.007575758,0.516236702,0.349655648,0.668716428,1.241817857,86.59225361,93.11753546,K2
322,9.89,0.043810912,0.247472581,1.13387437,1.125605211,82.67545975,91.74948369,K2
323,5.675146771,0.364020174,0.51713948,0.451321728,1.838714235,85.76453258,90.92463931,K2
324,5.620155039,1.492820824,0.704948415,0.380672144,1.58260062,87.20645167,92.39944366,K3
325,1.169590643,0.639230525,0.538205074,0.067275634,1.284424676,93.97784023,95.09000402,K3
326,5.447470817,0.728397725,0.408564893,0.374159428,1.361027818,90.29764311,95.49997646,K3
327,4.222648752,0.482097243,0.127465763,0.305917831,1.129469578,89.83357586,93.7941744,K3
328,9.904761905,0.628242777,0.315794628,0.920315772,1.269013953,83.22364656,92.37296923,K3
329,11.36738056,0.198741959,0.340358843,0.884932993,1.024720532,80.2014677,90.48752954,K3
330,7.692307692,0.654811235,0.431921638,0.777458948,1.416200516,84.29491573,91.31949204,K3
331,10.07751938,0.460202657,0.316573226,0.529129535,1.182548779,84.90439741,94.4195454,K3
332,11.17533719,0.25747847,0.504036455,0.769801131,0.934623978,83.22273996,93.69327992,K3
333,7.98816568,0.136238149,0.287317317,0.716083158,0.846203687,87.61122167,95.21734059,K4
334,5.152671756,1.159684384,0.537416237,0.266371526,1.420652997,87.57948913,92.33732858,K4
335,8.030592734,0.296823035,0.221097169,0.411240735,0.933233168,88.26401819,95.97106343,K4
336,5.152671756,1.159684384,0.537416237,0.266371526,1.420652997,87.57948913,92.33732858,K4
337,0.6479,1.259286917,0.601844391,0.160491838,1.722932812,89.68569993,90.2705629,K4
338,7.98816568,0.136238149,0.287317317,0.716083158,0.846203687,87.61122167,95.21734059,K4
339,8.030592734,0.296823035,0.221097169,0.411240735,0.933233168,88.26401819,95.97106343,K4
340,6.563706564,0.406473196,0.239500169,0.56173676,1.767597313,87.40102853,93.5407702,K1
341,7.85440613,0.415753481,0.286932915,1.178632128,1.872632156,84.90450871,92.14169137,K1
342,9.89,0.043810912,0.247472581,1.13387437,1.125605211,82.67545975,91.74948369,K2
343,5.675146771,0.364020174,0.51713948,0.451321728,1.838714235,85.76453258,90.92463931,K2
344,6.457242583,0.138172016,0.217295939,0.691001087,0.879850832,89.09103896,95.24098008,K2
345,6.403013183,0.440594683,0.473796048,0.540127494,1.291783245,87.63797496,93.63332938,K2
346,6.488549618,0.506468318,0.545476168,0.355745327,1.92818607,87.23405952,93.28703507,K3
347,1.169590643,0.639230525,0.538205074,0.067275634,1.284424676,93.97784023,95.09000402,K3
348,4.222648752,0.482097243,0.127465763,0.305917831,1.129469578,89.83357586,93.7941744,K3
349,2.793296089,0.03275349,0.341825471,0.177749245,1.422744297,90.19573263,92.78756403,K4
